,2014,1991,2016,2018,2013,2012
2018-05-31 04:00:00,8899,8747,8808,8366,8406,9173
2018-05-31 05:00:00,8933,8708,8835,8389,8429,9121
2018-05-31 06:00:00,8842,8569,8763,8328,8366,8938
2018-05-31 07:00:00,9011,8485,8897,8441,8484,8827
2018-05-31 08:00:00,9654,8658,9407,8874,8931,9055
2018-05-31 09:00:00,10524,9061,10098,9460,9537,9585
2018-05-31 10:00:00,11066,9325,10528,9825,9914,9933
2018-05-31 11:00:00,11104,9277,10558,9850,9941,9869
2018-05-31 12:00:00,11056,9175,10520,9818,9908,9735
2018-05-31 13:00:00,11247,9226,10672,9947,10041,9802
2018-05-31 14:00:00,11468,9300,10847,10096,10194,9900
2018-05-31 15:00:00,11458,9277,10839,10089,10187,9869
2018-05-31 16:00:00,11345,9281,10749,10013,10109,9874
2018-05-31 17:00:00,11327,9458,10735,10001,10097,10108
2018-05-31 18:00:00,11278,9690,10696,9968,10062,10412
2018-05-31 19:00:00,10956,9678,10440,9750,9838,10397
2018-05-31 20:00:00,10399,9335,9998,9375,9450,9946
2018-05-31 21:00:00,9837,8881,9552,8997,9058,9349
2018-05-31 22:00:00,9282,8435,9111,8623,8672,8762
2018-05-31 23:00:00,8546,7876,8527,8128,8160,8027
2018-06-01 00:00:00,7791,7353,7874,7579,7542,7327
2018-06-01 01:00:00,7439,7318,7594,7293,7290,7293
2018-06-01 02:00:00,7827,7942,7902,7608,7568,7899
2018-06-01 03:00:00,8535,8630,8466,8186,8076,8567
2018-06-01 04:00:00,8978,8911,8818,8547,8394,8840
2018-06-01 05:00:00,9013,8868,8846,8576,8419,8798
2018-06-01 06:00:00,8920,8714,8772,8499,8352,8648
2018-06-01 07:00:00,9094,8620,8911,8641,8477,8558
2018-06-01 08:00:00,9758,8812,9439,9183,8953,8744
2018-06-01 09:00:00,10658,9258,10154,9916,9598,9178
2018-06-01 10:00:00,11217,9552,10600,10372,9999,9463
2018-06-01 11:00:00,11257,9498,10631,10405,10027,9410
2018-06-01 12:00:00,11208,9385,10592,10365,9992,9301
2018-06-01 13:00:00,11405,9441,10749,10525,10134,9355
2018-06-01 14:00:00,11633,9524,10930,10711,10297,9435
2018-06-01 15:00:00,11623,9498,10922,10703,10290,9410
2018-06-01 16:00:00,11506,9502,10829,10608,10206,9414
2018-06-01 17:00:00,11488,9699,10815,10593,10193,9606
2018-06-01 18:00:00,11437,9955,10774,10551,10156,9854
2018-06-01 19:00:00,11104,9942,10509,10280,9917,9842
2018-06-01 20:00:00,10528,9563,10051,9810,9505,9473
2018-06-01 21:00:00,9947,9060,9589,9337,9088,8985
2018-06-01 22:00:00,9374,8565,9133,8869,8677,8505
2018-06-01 23:00:00,8614,7946,8528,8250,8132,7903
2018-06-02 00:00:00,8158,7970,8222,8167,8169,7937
2018-06-02 01:00:00,7995,7960,8116,8049,8089,7923
2018-06-02 02:00:00,8175,8141,8233,8179,8177,8183
2018-06-02 03:00:00,8504,8342,8446,8417,8338,8471
2018-06-02 04:00:00,8710,8424,8580,8566,8438,8588
2018-06-02 05:00:00,8726,8412,8590,8578,8446,8570
2018-06-02 06:00:00,8683,8367,8562,8547,8425,8506
2018-06-02 07:00:00,8764,8339,8615,8605,8465,8467
2018-06-02 08:00:00,9072,8395,8815,8829,8615,8547
2018-06-02 09:00:00,9490,8525,9085,9131,8819,8733
2018-06-02 10:00:00,9750,8611,9254,9320,8946,8856
2018-06-02 11:00:00,9768,8595,9266,9333,8955,8833
2018-06-02 12:00:00,9745,8562,9251,9316,8944,8786
2018-06-02 13:00:00,9837,8579,9310,9383,8989,8810
2018-06-02 14:00:00,9943,8603,9379,9459,9041,8844
2018-06-02 15:00:00,9938,8595,9376,9456,9038,8833
2018-06-02 16:00:00,9884,8597,9341,9417,9012,8835
2018-06-02 17:00:00,9875,8654,9335,9411,9008,8917
2018-06-02 18:00:00,9852,8729,9320,9393,8996,9024
2018-06-02 19:00:00,9697,8725,9220,9281,8921,9019
2018-06-02 20:00:00,9430,8614,9046,9088,8790,8860
2018-06-02 21:00:00,9160,8468,8871,8892,8658,8650
2018-06-02 22:00:00,8893,8323,8699,8699,8528,8444
2018-06-02 23:00:00,8541,8143,8470,8444,8356,8185
2018-06-03 00:00:00,7710,7520,7769,7718,7719,7490
2018-06-03 01:00:00,7542,7509,7657,7593,7631,7474
2018-06-03 02:00:00,7727,7715,7781,7730,7728,7755
2018-06-03 03:00:00,8066,7942,8009,7982,7905,8066
2018-06-03 04:00:00,8277,8035,8151,8139,8016,8193
2018-06-03 05:00:00,8294,8020,8162,8151,8024,8173
2018-06-03 06:00:00,8249,7969,8132,8118,8001,8103
2018-06-03 07:00:00,8333,7939,8188,8180,8044,8061
2018-06-03 08:00:00,8650,8002,8401,8416,8210,8148
2018-06-03 09:00:00,9079,8149,8690,8735,8435,8349
2018-06-03 10:00:00,9346,8246,8870,8933,8575,8481
2018-06-03 11:00:00,9365,8228,8883,8947,8585,8457
2018-06-03 12:00:00,9342,8191,8867,8930,8573,8406
2018-06-03 13:00:00,9436,8210,8930,9000,8622,8431
2018-06-03 14:00:00,9545,8237,9004,9081,8679,8469
2018-06-03 15:00:00,9540,8228,9000,9077,8676,8457
2018-06-03 16:00:00,9484,8230,8963,9036,8647,8459
2018-06-03 17:00:00,9476,8295,8957,9029,8643,8548
2018-06-03 18:00:00,9451,8379,8941,9011,8630,8663
2018-06-03 19:00:00,9292,8375,8834,8893,8547,8657
2018-06-03 20:00:00,9017,8250,8649,8689,8403,8486
2018-06-03 21:00:00,8740,8084,8462,8483,8258,8259
2018-06-03 22:00:00,8466,7921,8278,8279,8114,8037
2018-06-03 23:00:00,8103,7716,8034,8010,7924,7757
2018-06-04 00:00:00,7661,7597,7700,7824,7587,7593
2018-06-04 01:00:00,7410,7386,7398,7486,7312,7281
2018-06-04 02:00:00,7687,7618,7731,7858,7615,7625
2018-06-04 03:00:00,8194,8043,8339,8540,8170,8254
2018-06-04 04:00:00,8510,8308,8719,8967,8517,8647
2018-06-04 05:00:00,8535,8329,8749,9000,8545,8678
2018-06-04 06:00:00,8468,8273,8669,8910,8471,8595
2018-06-04 07:00:00,8593,8378,8818,9078,8608,8750
2018-06-04 08:00:00,9068,8775,9388,9717,9128,9340
2018-06-04 09:00:00,9711,9314,10160,10583,9832,10138
2018-06-04 10:00:00,10111,9650,10640,11121,10271,10636
2018-06-04 11:00:00,10139,9673,10674,11159,10301,10671
2018-06-04 12:00:00,10104,9644,10632,11112,10263,10627
2018-06-04 13:00:00,10245,9762,10801,11302,10418,10802
2018-06-04 14:00:00,10408,9899,10997,11521,10596,11005
2018-06-04 15:00:00,10401,9892,10988,11511,10588,10996
2018-06-04 16:00:00,10317,9823,10888,11399,10497,10892
2018-06-04 17:00:00,10304,9812,10872,11381,10482,10876
2018-06-04 18:00:00,10268,9781,10829,11333,10443,10831
2018-06-04 19:00:00,10029,9581,10542,11012,10181,10535
2018-06-04 20:00:00,9618,9237,10048,10458,9731,10023
2018-06-04 21:00:00,9203,8889,9550,9899,9276,9508
2018-06-04 22:00:00,8793,8545,9058,9347,8827,8998
2018-06-04 23:00:00,8250,8090,8406,8616,8232,8323
2018-06-05 00:00:00,7680,7591,7651,7651,7703,7634
2018-06-05 01:00:00,7445,7340,7284,7436,7397,7304
2018-06-05 02:00:00,7705,7617,7689,7673,7734,7667
2018-06-05 03:00:00,8180,8123,8429,8105,8352,8333
2018-06-05 04:00:00,8478,8440,8893,8376,8738,8749
2018-06-05 05:00:00,8501,8465,8929,8398,8769,8782
2018-06-05 06:00:00,8438,8398,8831,8340,8687,8694
2018-06-05 07:00:00,8555,8522,9014,8447,8839,8858
2018-06-05 08:00:00,9001,8997,9708,8853,9418,9482
2018-06-05 09:00:00,9605,9639,10648,9402,10202,10327
2018-06-05 10:00:00,9980,10039,11234,9744,10690,10853
2018-06-05 11:00:00,10007,10067,11275,9768,10725,10890
2018-06-05 12:00:00,9974,10032,11223,9738,10682,10844
2018-06-05 13:00:00,10106,10173,11430,9859,10854,11029
2018-06-05 14:00:00,10259,10336,11668,9998,11053,11243
2018-06-05 15:00:00,10252,10328,11657,9992,11044,11234
2018-06-05 16:00:00,10174,10245,11535,9920,10942,11124
2018-06-05 17:00:00,10162,10232,11516,9909,10926,11107
2018-06-05 18:00:00,10128,10196,11463,9878,10882,11059
2018-06-05 19:00:00,9904,9958,11114,9674,10591,10746
2018-06-05 20:00:00,9518,9546,10513,9323,10089,10205
2018-06-05 21:00:00,9128,9131,9905,8968,9583,9659
2018-06-05 22:00:00,8743,8722,9306,8618,9083,9121
2018-06-05 23:00:00,8233,8179,8511,8153,8420,8407
2018-06-06 00:00:00,7706,7593,7603,7646,7736,7677
2018-06-06 01:00:00,7452,7321,7352,7426,7451,7422
2018-06-06 02:00:00,7732,7621,7629,7669,7766,7703
2018-06-06 03:00:00,8243,8170,8137,8113,8342,8218
2018-06-06 04:00:00,8562,8513,8454,8391,8702,8539
2018-06-06 05:00:00,8588,8541,8479,8413,8731,8565
2018-06-06 06:00:00,8520,8468,8412,8355,8654,8497
2018-06-06 07:00:00,8646,8603,8537,8464,8796,8623
2018-06-06 08:00:00,9125,9118,9013,8881,9336,9106
2018-06-06 09:00:00,9774,9815,9657,9445,10068,9759
2018-06-06 10:00:00,10177,10249,10058,9796,10523,10166
2018-06-06 11:00:00,10206,10279,10086,9821,10555,10194
2018-06-06 12:00:00,10170,10241,10051,9790,10515,10159
2018-06-06 13:00:00,10313,10394,10193,9914,10675,10302
2018-06-06 14:00:00,10477,10571,10356,10057,10861,10468
2018-06-06 15:00:00,10470,10563,10349,10050,10852,10460
2018-06-06 16:00:00,10386,10472,10265,9977,10758,10375
2018-06-06 17:00:00,10372,10458,10252,9965,10743,10362
2018-06-06 18:00:00,10336,10419,10216,9934,10701,10325
2018-06-06 19:00:00,10095,10160,9977,9724,10430,10083
2018-06-06 20:00:00,9680,9714,9564,9363,9962,9665
2018-06-06 21:00:00,9261,9264,9148,8999,9490,9243
2018-06-06 22:00:00,8847,8820,8737,8639,9023,8826
2018-06-06 23:00:00,8299,8231,8193,8163,8406,8274
2018-06-07 00:00:00,7652,7640,7556,7771,7798,7637
2018-06-07 01:00:00,7403,7405,7277,7506,7531,7395
2018-06-07 02:00:00,7678,7664,7585,7798,7825,7661
2018-06-07 03:00:00,8182,8138,8148,8332,8363,8148
2018-06-07 04:00:00,8497,8434,8500,8665,8700,8452
2018-06-07 05:00:00,8522,8458,8528,8692,8727,8476
2018-06-07 06:00:00,8455,8395,8453,8621,8656,8412
2018-06-07 07:00:00,8579,8512,8592,8753,8788,8532
2018-06-07 08:00:00,9051,8956,9120,9253,9293,8988
2018-06-07 09:00:00,9691,9557,9834,9931,9976,9605
2018-06-07 10:00:00,10089,9932,10279,10353,10402,9990
2018-06-07 11:00:00,10117,9958,10311,10382,10431,10017
2018-06-07 12:00:00,10082,9925,10271,10345,10394,9983
2018-06-07 13:00:00,10222,10057,10428,10494,10544,10119
2018-06-07 14:00:00,10384,10210,10610,10666,10717,10275
2018-06-07 15:00:00,10377,10203,10601,10658,10709,10268
2018-06-07 16:00:00,10294,10125,10509,10570,10621,10188
2018-06-07 17:00:00,10281,10112,10494,10557,10607,10175
2018-06-07 18:00:00,10245,10078,10454,10518,10568,10141
2018-06-07 19:00:00,10008,9855,10189,10267,10315,9912
2018-06-07 20:00:00,9598,9470,9731,9833,9877,9516
2018-06-07 21:00:00,9185,9082,9270,9395,9436,9117
2018-06-07 22:00:00,8778,8699,8814,8963,9000,8724
2018-06-07 23:00:00,8237,8190,8210,8391,8423,8202
2018-06-08 00:00:00,7686,7609,7581,8077,7670,7599
2018-06-08 01:00:00,7452,7331,7278,7804,7384,7314
2018-06-08 02:00:00,7710,7638,7612,8105,7699,7628
2018-06-08 03:00:00,8180,8198,8222,8657,8275,8203
2018-06-08 04:00:00,8475,8549,8603,9003,8636,8563
2018-06-08 05:00:00,8498,8577,8634,9030,8664,8591
2018-06-08 06:00:00,8436,8503,8553,8957,8588,8515
2018-06-08 07:00:00,8552,8641,8703,9093,8730,8657
2018-06-08 08:00:00,8993,9166,9275,9610,9270,9196
2018-06-08 09:00:00,9590,9878,10050,10311,10002,9926
2018-06-08 10:00:00,9962,10321,10532,10747,10457,10381
2018-06-08 11:00:00,9989,10352,10566,10778,10489,10413
2018-06-08 12:00:00,9956,10313,10523,10740,10449,10373
2018-06-08 13:00:00,10087,10469,10693,10893,10610,10533
2018-06-08 14:00:00,10239,10650,10890,11071,10795,10718
2018-06-08 15:00:00,10232,10642,10881,11063,10787,10710
2018-06-08 16:00:00,10154,10549,10780,10972,10692,10615
2018-06-08 17:00:00,10142,10535,10765,10958,10677,10600
2018-06-08 18:00:00,10108,10495,10721,10918,10636,10559
2018-06-08 19:00:00,9887,10231,10434,10658,10364,10288
2018-06-08 20:00:00,9504,9775,9938,10210,9896,9821
2018-06-08 21:00:00,9118,9316,9438,9757,9424,9349
2018-06-08 22:00:00,8737,8862,8944,9311,8957,8884
2018-06-08 23:00:00,8232,8260,8289,8718,8339,8267
2018-06-09 00:00:00,8194,8186,8071,8358,8168,8129
2018-06-09 01:00:00,8101,8072,7958,8256,8056,8010
2018-06-09 02:00:00,8204,8198,8083,8368,8180,8141
2018-06-09 03:00:00,8393,8427,8311,8575,8407,8381
2018-06-09 04:00:00,8511,8570,8454,8704,8549,8531
2018-06-09 05:00:00,8520,8581,8465,8714,8560,8543
2018-06-09 06:00:00,8495,8551,8435,8687,8530,8512
2018-06-09 07:00:00,8542,8607,8491,8737,8586,8571
2018-06-09 08:00:00,8719,8822,8705,8931,8799,8796
2018-06-09 09:00:00,8958,9113,8995,9193,9088,9100
2018-06-09 10:00:00,9108,9294,9175,9356,9267,9290
2018-06-09 11:00:00,9118,9307,9188,9367,9280,9303
2018-06-09 12:00:00,9105,9291,9172,9353,9264,9286
2018-06-09 13:00:00,9158,9355,9235,9410,9328,9353
2018-06-09 14:00:00,9219,9429,9309,9477,9401,9431
2018-06-09 15:00:00,9216,9425,9305,9474,9398,9427
2018-06-09 16:00:00,9185,9388,9268,9440,9360,9388
2018-06-09 17:00:00,9180,9382,9262,9434,9354,9381
2018-06-09 18:00:00,9166,9365,9246,9419,9338,9364
2018-06-09 19:00:00,9077,9257,9138,9322,9231,9251
2018-06-09 20:00:00,8924,9071,8953,9155,9046,9056
2018-06-09 21:00:00,8769,8883,8766,8986,8860,8860
2018-06-09 22:00:00,8616,8698,8581,8819,8676,8665
2018-06-09 23:00:00,8414,8452,8336,8598,8432,8408
2018-06-10 00:00:00,7743,7735,7627,7898,7719,7682
2018-06-10 01:00:00,7642,7615,7507,7788,7599,7557
2018-06-10 02:00:00,7753,7748,7639,7909,7731,7695
2018-06-10 03:00:00,7957,7990,7881,8130,7972,7948
2018-06-10 04:00:00,8085,8142,8032,8269,8122,8106
2018-06-10 05:00:00,8095,8154,8043,8279,8134,8118
2018-06-10 06:00:00,8068,8122,8012,8250,8102,8085
2018-06-10 07:00:00,8118,8182,8071,8305,8162,8147
2018-06-10 08:00:00,8310,8409,8297,8512,8387,8384
2018-06-10 09:00:00,8569,8717,8604,8793,8693,8705
2018-06-10 10:00:00,8730,8909,8795,8968,8883,8905
2018-06-10 11:00:00,8741,8922,8808,8980,8897,8919
2018-06-10 12:00:00,8727,8906,8791,8965,8880,8901
2018-06-10 13:00:00,8784,8973,8859,9026,8947,8972
2018-06-10 14:00:00,8850,9051,8936,9097,9025,9053
2018-06-10 15:00:00,8847,9048,8933,9094,9021,9049
2018-06-10 16:00:00,8813,9008,8893,9058,8981,9008
2018-06-10 17:00:00,8808,9002,8887,9052,8975,9001
2018-06-10 18:00:00,8793,8984,8869,9036,8958,8983
2018-06-10 19:00:00,8697,8870,8756,8932,8845,8864
2018-06-10 20:00:00,8531,8673,8560,8752,8649,8659
2018-06-10 21:00:00,8364,8474,8362,8571,8452,8451
2018-06-10 22:00:00,8199,8277,8166,8392,8257,8247
2018-06-10 23:00:00,7980,8017,7907,8155,7998,7976
2018-06-11 00:00:00,7847,8281,7662,7706,7717,7821
2018-06-11 01:00:00,7560,8008,7409,7490,7428,7546
2018-06-11 02:00:00,7877,8013,7688,7729,7747,7850
2018-06-11 03:00:00,8456,8171,8198,8166,8332,8405
2018-06-11 04:00:00,8819,8328,8516,8439,8698,8753
2018-06-11 05:00:00,8848,8411,8542,8460,8726,8780
2018-06-11 06:00:00,8771,8505,8474,8403,8649,8707
2018-06-11 07:00:00,8914,8836,8600,8510,8793,8844
2018-06-11 08:00:00,9457,9448,9078,8920,9341,9364
2018-06-11 09:00:00,10193,10054,9725,9474,10083,10070
2018-06-11 10:00:00,10651,10387,10127,9820,10545,10509
2018-06-11 11:00:00,10683,10489,10156,9844,10578,10540
2018-06-11 12:00:00,10643,10526,10120,9814,10537,10501
2018-06-11 13:00:00,10804,10580,10262,9935,10700,10656
2018-06-11 14:00:00,10991,10646,10426,10076,10888,10835
2018-06-11 15:00:00,10983,10671,10419,10069,10880,10827
2018-06-11 16:00:00,10887,10614,10335,9998,10784,10735
2018-06-11 17:00:00,10872,10529,10322,9986,10768,10721
2018-06-11 18:00:00,10831,10443,10285,9955,10727,10681
2018-06-11 19:00:00,10558,10250,10045,9749,10451,10420
2018-06-11 20:00:00,10087,9909,9631,9394,9976,9968
2018-06-11 21:00:00,9612,9544,9213,9036,9497,9513
2018-06-11 22:00:00,9142,9192,8801,8683,9024,9063
2018-06-11 23:00:00,8521,8751,8254,8214,8397,8467
2018-06-12 00:00:00,7861,8504,7839,7658,8045,7634
2018-06-12 01:00:00,7595,7914,7568,7405,7698,7405
2018-06-12 02:00:00,7889,7925,7867,7684,8081,7657
2018-06-12 03:00:00,8426,8266,8413,8195,8781,8119
2018-06-12 04:00:00,8763,8607,8755,8515,9219,8408
2018-06-12 05:00:00,8789,8784,8782,8540,9254,8430
2018-06-12 06:00:00,8718,8989,8710,8473,9161,8369
2018-06-12 07:00:00,8851,9704,8844,8598,9334,8483
2018-06-12 08:00:00,9355,11026,9356,9077,9991,8916
2018-06-12 09:00:00,10037,12334,10049,9726,10880,9501
2018-06-12 10:00:00,10462,13054,10481,10130,11434,9866
2018-06-12 11:00:00,10492,13274,10511,10158,11472,9892
2018-06-12 12:00:00,10455,13355,10474,10123,11424,9860
2018-06-12 13:00:00,10604,13471,10626,10265,11619,9988
2018-06-12 14:00:00,10777,13614,10802,10430,11845,10137
2018-06-12 15:00:00,10770,13668,10794,10422,11834,10130
2018-06-12 16:00:00,10681,13545,10704,10338,11719,10054
2018-06-12 17:00:00,10667,13362,10690,10325,11701,10042
2018-06-12 18:00:00,10629,13175,10650,10288,11651,10009
2018-06-12 19:00:00,10376,12758,10393,10048,11321,9792
2018-06-12 20:00:00,9939,12021,9949,9632,10752,9417
2018-06-12 21:00:00,9498,11233,9502,9214,10177,9039
2018-06-12 22:00:00,9063,10471,9059,8800,9610,8665
2018-06-12 23:00:00,8486,9519,8474,8252,8859,8170
2018-06-13 00:00:00,7799,9050,7856,7592,8278,7620
2018-06-13 01:00:00,7535,8655,7584,7295,7924,7296
2018-06-13 02:00:00,7826,8662,7884,7623,8314,7653
2018-06-13 03:00:00,8358,8890,8432,8222,9029,8306
2018-06-13 04:00:00,8690,9119,8775,8597,9475,8714
2018-06-13 05:00:00,8717,9238,8802,8626,9511,8747
2018-06-13 06:00:00,8646,9376,8729,8547,9416,8660
2018-06-13 07:00:00,8777,9855,8864,8694,9592,8821
2018-06-13 08:00:00,9276,10742,9378,9256,10261,9433
2018-06-13 09:00:00,9951,11619,10074,10017,11168,10262
2018-06-13 10:00:00,10372,12102,10507,10490,11732,10779
2018-06-13 11:00:00,10401,12249,10537,10523,11772,10815
2018-06-13 12:00:00,10364,12304,10499,10482,11722,10770
2018-06-13 13:00:00,10513,12382,10652,10649,11921,10952
2018-06-13 14:00:00,10684,12478,10829,10842,12151,11162
2018-06-13 15:00:00,10676,12514,10821,10833,12141,11152
2018-06-13 16:00:00,10588,12432,10730,10734,12023,11045
2018-06-13 17:00:00,10575,12309,10716,10719,12005,11028
2018-06-13 18:00:00,10537,12184,10677,10676,11954,10981
2018-06-13 19:00:00,10286,11903,10419,10394,11618,10674
2018-06-13 20:00:00,9854,11409,9973,9907,11037,10143
2018-06-13 21:00:00,9418,10881,9524,9416,10452,9608
2018-06-13 22:00:00,8987,10370,9080,8931,9874,9079
2018-06-13 23:00:00,8416,9731,8492,8288,9108,8378
2018-06-14 00:00:00,7707,8107,7920,7650,8269,7713
2018-06-14 01:00:00,7450,7776,7648,7394,7965,7445
2018-06-14 02:00:00,7733,7781,7948,7677,8300,7740
2018-06-14 03:00:00,8252,7973,8495,8193,8913,8279
2018-06-14 04:00:00,8576,8165,8837,8517,9296,8616
2018-06-14 05:00:00,8601,8265,8864,8542,9326,8643
2018-06-14 06:00:00,8533,8380,8792,8474,9245,8572
2018-06-14 07:00:00,8660,8782,8927,8601,9396,8704
2018-06-14 08:00:00,9146,9524,9440,9085,9971,9210
2018-06-14 09:00:00,9804,10260,10135,9741,10749,9894
2018-06-14 10:00:00,10214,10665,10567,10150,11233,10320
2018-06-14 11:00:00,10243,10788,10598,10179,11267,10350
2018-06-14 12:00:00,10207,10833,10560,10143,11224,10313
2018-06-14 13:00:00,10351,10899,10712,10287,11395,10463
2018-06-14 14:00:00,10518,10979,10889,10453,11592,10637
2018-06-14 15:00:00,10511,11010,10881,10445,11583,10629
2018-06-14 16:00:00,10425,10940,10790,10360,11482,10540
2018-06-14 17:00:00,10412,10837,10776,10347,11467,10526
2018-06-14 18:00:00,10375,10733,10737,10310,11423,10487
2018-06-14 19:00:00,10131,10498,10479,10067,11134,10233
2018-06-14 20:00:00,9710,10084,10035,9647,10636,9795
2018-06-14 21:00:00,9285,9641,9586,9223,10134,9353
2018-06-14 22:00:00,8865,9213,9143,8805,9638,8917
2018-06-14 23:00:00,8309,8678,8556,8250,8981,8339
2018-06-15 00:00:00,7660,8012,7927,7716,8173,7656
2018-06-15 01:00:00,7370,7685,7564,7438,7886,7415
2018-06-15 02:00:00,7689,7690,7964,7745,8202,7681
2018-06-15 03:00:00,8274,7880,8695,8306,8779,8167
2018-06-15 04:00:00,8640,8069,9152,8656,9140,8470
2018-06-15 05:00:00,8669,8168,9188,8684,9169,8494
2018-06-15 06:00:00,8591,8282,9092,8610,9092,8430
2018-06-15 07:00:00,8735,8679,9272,8748,9234,8550
2018-06-15 08:00:00,9284,9413,9957,9274,9776,9005
2018-06-15 09:00:00,10026,10140,10885,9986,10508,9622
2018-06-15 10:00:00,10488,10540,11463,10429,10964,10006
2018-06-15 11:00:00,10521,10661,11503,10460,10997,10033
2018-06-15 12:00:00,10480,10707,11453,10421,10957,9999
2018-06-15 13:00:00,10643,10771,11656,10578,11117,10134
2018-06-15 14:00:00,10831,10851,11892,10758,11303,10291
2018-06-15 15:00:00,10823,10881,11881,10750,11295,10284
2018-06-15 16:00:00,10727,10812,11761,10658,11200,10204
2018-06-15 17:00:00,10711,10710,11742,10643,11185,10191
2018-06-15 18:00:00,10670,10607,11689,10603,11143,10156
2018-06-15 19:00:00,10394,10375,11345,10339,10872,9928
2018-06-15 20:00:00,9919,9966,10751,9883,10403,9533
2018-06-15 21:00:00,9440,9528,10152,9423,9929,9135
2018-06-15 22:00:00,8966,9105,9560,8969,9462,8741
2018-06-15 23:00:00,8339,8576,8776,8368,8843,8220
2018-06-16 00:00:00,8263,8620,8401,8178,8617,8200
2018-06-16 01:00:00,8147,8493,8288,8062,8479,8088
2018-06-16 02:00:00,8274,8495,8413,8190,8631,8212
2018-06-16 03:00:00,8507,8569,8642,8424,8910,8439
2018-06-16 04:00:00,8653,8643,8786,8570,9084,8580
2018-06-16 05:00:00,8664,8681,8797,8582,9098,8591
2018-06-16 06:00:00,8634,8725,8767,8551,9061,8561
2018-06-16 07:00:00,8691,8880,8823,8609,9130,8617
2018-06-16 08:00:00,8909,9166,9038,8828,9391,8830
2018-06-16 09:00:00,9205,9450,9329,9125,9744,9117
2018-06-16 10:00:00,9389,9606,9510,9310,9964,9296
2018-06-16 11:00:00,9402,9653,9523,9323,9980,9309
2018-06-16 12:00:00,9385,9671,9507,9307,9960,9293
2018-06-16 13:00:00,9450,9696,9571,9372,10038,9356
2018-06-16 14:00:00,9525,9727,9644,9448,10128,9429
2018-06-16 15:00:00,9522,9738,9641,9444,10124,9426
2018-06-16 16:00:00,9484,9712,9603,9406,10078,9389
2018-06-16 17:00:00,9478,9672,9597,9400,10071,9383
2018-06-16 18:00:00,9461,9632,9581,9383,10051,9367
2018-06-16 19:00:00,9351,9541,9473,9273,9920,9260
2018-06-16 20:00:00,9162,9382,9287,9083,9693,9076
2018-06-16 21:00:00,8971,9211,9099,8891,9465,8890
2018-06-16 22:00:00,8783,9046,8913,8701,9239,8707
2018-06-16 23:00:00,8533,8840,8668,8450,8941,8464
2018-06-17 00:00:00,7808,8149,7939,7728,8143,7749
2018-06-17 01:00:00,7686,8012,7818,7605,7999,7630
2018-06-17 02:00:00,7820,8014,7951,7740,8158,7761
2018-06-17 03:00:00,8067,8093,8195,7988,8449,8002
2018-06-17 04:00:00,8221,8172,8347,8143,8631,8152
2018-06-17 05:00:00,8233,8214,8359,8155,8646,8164
2018-06-17 06:00:00,8200,8261,8327,8122,8607,8132
2018-06-17 07:00:00,8261,8428,8386,8183,8679,8191
2018-06-17 08:00:00,8492,8735,8615,8415,8952,8416
2018-06-17 09:00:00,8805,9039,8923,8729,9321,8721
2018-06-17 10:00:00,9000,9206,9116,8925,9552,8911
2018-06-17 11:00:00,9013,9257,9129,8938,9568,8924
2018-06-17 12:00:00,8996,9276,9112,8921,9548,8908
2018-06-17 13:00:00,9065,9303,9180,8990,9629,8975
2018-06-17 14:00:00,9144,9336,9258,9070,9722,9052
2018-06-17 15:00:00,9141,9349,9255,9066,9718,9048
2018-06-17 16:00:00,9100,9320,9215,9025,9670,9009
2018-06-17 17:00:00,9094,9277,9208,9019,9663,9003
2018-06-17 18:00:00,9076,9234,9191,9001,9642,8985
2018-06-17 19:00:00,8960,9137,9077,8885,9505,8872
2018-06-17 20:00:00,8760,8966,8879,8684,9268,8677
2018-06-17 21:00:00,8558,8783,8679,8481,9029,8480
2018-06-17 22:00:00,8358,8606,8482,8281,8794,8286
2018-06-17 23:00:00,8094,8385,8222,8015,8481,8028
2018-06-18 00:00:00,7798,7744,8002,7970,8131,7739
2018-06-18 01:00:00,7522,7499,7742,7688,7758,7495
2018-06-18 02:00:00,7826,7769,8029,7999,8169,7765
2018-06-18 03:00:00,8382,8262,8555,8567,8923,8258
2018-06-18 04:00:00,8729,8570,8883,8923,9394,8567
2018-06-18 05:00:00,8757,8594,8909,8951,9431,8591
2018-06-18 06:00:00,8683,8529,8840,8876,9332,8526
2018-06-18 07:00:00,8820,8650,8969,9016,9517,8648
2018-06-18 08:00:00,9341,9112,9462,9548,10224,9110
2018-06-18 09:00:00,10046,9738,10129,10270,11180,9737
2018-06-18 10:00:00,10485,10127,10544,10719,11775,10127
2018-06-18 11:00:00,10516,10155,10574,10751,11817,10154
2018-06-18 12:00:00,10478,10121,10537,10711,11765,10120
2018-06-18 13:00:00,10633,10258,10684,10869,11975,10258
2018-06-18 14:00:00,10812,10417,10853,11052,12218,10417
2018-06-18 15:00:00,10803,10409,10845,11044,12206,10409
2018-06-18 16:00:00,10712,10328,10759,10951,12082,10328
2018-06-18 17:00:00,10698,10316,10745,10936,12063,10315
2018-06-18 18:00:00,10658,10280,10707,10895,12009,10280
2018-06-18 19:00:00,10396,10048,10460,10628,11654,10048
2018-06-18 20:00:00,9945,9648,10033,10166,11042,9646
2018-06-18 21:00:00,9489,9244,9602,9700,10424,9242
2018-06-18 22:00:00,9039,8845,9177,9240,9814,8842
